id,titles,urls,edit_count,num_editors,edits_by_top_editors,word_count,reverted_edits
804,The Farmer's Daughter,/wiki/The_Farmer%27s_Daughter_(TV_series),137,72,"54
                                ·
                                (39.4%)",360,0
805,Farscape,/wiki/Farscape,"1,757",992,"201
                                ·
                                (11.4%)","6,452",98
806,Fashion House,/wiki/Fashion_House,390,221,"107
                                ·
                                (27.4%)",393,18
807,Fast Times,/wiki/Fast_Times,110,59,"55
                                ·
                                (50%)",414,2
808,Fastlane,/wiki/Fastlane_(TV_series),480,251,"142
                                ·
                                (29.6%)","1,544",27
809,Fat Actress,/wiki/Fat_Actress,157,107,"45
                                ·
                                (28.7%)",320,6
810,Fat Albert and the Cosby Kids,/wiki/Fat_Albert_and_the_Cosby_Kids,"1,915","1,071","240
                                ·
                                (12.5%)","1,712",361
811,Father Dowling Mysteries,/wiki/Father_Dowling_Mysteries,293,165,"97
                                ·
                                (33.1%)","1,425",5
812,Father Knows Best,/wiki/Father_Knows_Best,532,298,"107
                                ·
                                (20.1%)","1,505",44
813,Father Murphy,/wiki/Father_Murphy,171,86,"77
                                ·
                                (45%)",318,9
814,Fear Factor,/wiki/Fear_Factor,"1,658",958,"178
                                ·
                                (10.7%)","4,529",118
815,Fear Itself,/wiki/Fear_Itself_(TV_series),300,210,"53
                                ·
                                (17.7%)",341,18
816,Fear the Walking Dead,/wiki/Fear_the_Walking_Dead,"2,520",682,"1,062
                                ·
                                (42.1%)","1,542",368
817,The Feather and Father Gang,/wiki/The_Feather_and_Father_Gang,44,17,"37
                                ·
                                (84.1%)",446,0
818,Felicity,/wiki/Felicity_(TV_series),889,498,"152
                                ·
                                (17.1%)","1,616",43
819,Fernwood 2 Night,/wiki/Fernwood_2_Night,147,96,"53
                                ·
                                (36.1%)",335,2
820,Ferris Bueller,/wiki/Ferris_Bueller_(TV_series),294,198,"59
                                ·
                                (20.1%)",461,25
821,FETCH! with Ruff Ruffman,/wiki/FETCH!_with_Ruff_Ruffman,2,???,"1
                                ·
                                (50%)","2,050",0
822,Fifi and the Flowertots,/wiki/Fifi_and_the_Flowertots,586,291,"142
                                ·
                                (24.2%)",102,98
823,Figure it Out,/wiki/Figure_it_Out,2,???,"1
                                ·
                                (50%)","1,683",0
824,Filthy Rich,/wiki/Filthy_Rich_(1982_TV_series),157,72,"85
                                ·
                                (54.1%)","2,531",3
825,The Finder,/wiki/The_Finder_(U.S._TV_series),525,298,"117
                                ·
                                (22.3%)",519,46
826,Fire Me...Please,/wiki/Fire_Me...Please,41,32,"17
                                ·
                                (41.5%)",326,1
827,Firefly,/wiki/Firefly_(TV_series),"5,202","2,104","1,072
                                ·
                                (20.6%)","6,891",781
828,Fireman Sam,/wiki/Fireman_Sam,"3,942","1,614","439
                                ·
                                (11.1%)","2,005",531
829,The First 48,/wiki/The_First_48,619,279,"196
                                ·
                                (31.7%)",666,42
830,First Monday,/wiki/First_Monday,131,91,"33
                                ·
                                (25.2%)","1,009",4
831,First Wave,/wiki/First_Wave_(TV_series),262,184,"49
                                ·
                                (18.7%)","1,270",11
832,Fish,/wiki/Fish_(U.S._TV_series),112,79,"33
                                ·
                                (29.5%)",583,3
833,Fish Hooks,/wiki/Fish_Hooks,"2,475","1,107","506
                                ·
                                (20.4%)",429,432
834,Fish Police,/wiki/Fish_Police_(TV_series),190,77,"102
                                ·
                                (53.7%)",247,4
835,Five Days to Midnight,/wiki/5ive_Days_to_Midnight,1,1,"1
                                ·
                                (100%)","1,037",0
836,Flamingo Road,/wiki/Flamingo_Road_(TV_series),193,138,"44
                                ·
                                (22.8%)","2,233",6
837,The Flash,/wiki/The_Flash_(1990_TV_series),813,380,"225
                                ·
                                (27.7%)","1,380",58
838,The Flash,/wiki/The_Flash_(2014_TV_series),"3,144",615,"1,629
                                ·
                                (51.8%)","3,849",561
839,FlashForward,/wiki/FlashForward,"2,269","1,194","373
                                ·
                                (16.4%)","1,297",267
840,Flash Forward,/wiki/Flash_Forward,219,142,"50
                                ·
                                (22.8%)",558,15
841,Flashpoint,/wiki/Flashpoint_(TV_series),"1,345",640,"251
                                ·
                                (18.7%)","3,309",83
842,Flavor of Love,/wiki/Flavor_of_Love,"3,376","1,549","460
                                ·
                                (13.6%)","1,763",330
843,Flavor of Love Girls: Charm School,/wiki/Flavor_of_Love_Girls:_Charm_School,863,313,"256
                                ·
                                (29.7%)","4,943",93
844,The Flight of the Conchords,/wiki/Flight_of_the_Conchords_(TV_series),"2,079","1,055","549
                                ·
                                (26.4%)","2,267",190
845,The Flintstones,/wiki/The_Flintstones,"4,719","2,452","416
                                ·
                                (8.8%)","3,901",655
846,The Flip Wilson Show,/wiki/The_Flip_Wilson_Show,185,117,"52
                                ·
                                (28.1%)",979,6
847,Flipper,/wiki/Flipper_(1964_TV_series),"1,037",465,"319
                                ·
                                (30.8%)","2,053",109
848,Floribama Shore,/wiki/MTV_Floribama_Shore,1,???,"1
                                ·
                                (100%)",118,0
849,Flying Blind,/wiki/Flying_Blind_(TV_series),107,65,"37
                                ·
                                (34.6%)",492,0
850,The Flying Nun,/wiki/The_Flying_Nun,426,244,"110
                                ·
                                (25.8%)","1,359",16
851,Foley Square,/wiki/Foley_Square_(TV_series),53,25,"37
                                ·
                                (69.8%)",489,0
852,The Following,/wiki/The_Following,"1,531",581,"507
                                ·
                                (33.1%)","1,235",206
853,Football Night in America,/wiki/Football_Night_in_America,505,194,"219
                                ·
                                (43.4%)","3,184",22
854,Football Wives,/wiki/Football_Wives,138,69,"66
                                ·
                                (47.8%)","2,228",6
855,For Love or Money,/wiki/For_Love_or_Money_(TV_series),67,48,"25
                                ·
                                (37.3%)","1,074",5
856,For Your Love,/wiki/For_Your_Love_(TV_series),113,75,"33
                                ·
                                (29.2%)",224,3
857,Forever,/wiki/Forever_(2014_TV_series),"1,092",374,"520
                                ·
                                (47.6%)","5,636",128
858,The Forgotten,/wiki/The_Forgotten_(TV_series),240,143,"68
                                ·
                                (28.3%)",397,7
859,The Fosters,/wiki/The_Fosters_(2013_TV_series),"2,536",959,"846
                                ·
                                (33.4%)","2,199",281
